Load_demand [kWh],Solar_irradiance [W/m^2],Output power [W/m^2],Grid_connection_condition
11.48,0,0,1
11.37,0,0,1
9.57,0,0,1
10.57,0,0,0
11.45,0,0,0
8.11,0,0,0
9.02,0,0,1
10.99,0,3.781,0
10.27,0,12.312,0
10.42,0,107.303,0
11.45,1,134.489,1
8.15,12,222.654,0
8.61,90,469.258,1
8.5,95,445.909,1
8.5,311,553.156,0
7.7,347,425.847,1
8.37,325,255.027,1
9.11,120,58.786,1
7.96,0,0,1
8.88,0,0,0
9.55,0,0,0
8.17,0,0,0
7.95,0,0,0
7.32,0,0,0
9.18,0,0,1
8.74,0,0,1
9.71,0,0,1
8.17,0,0,0
7.45,0,0,1
7.58,0,0,0
8.07,0,0,1
7.78,505,189.422,0
7.14,759,460.197,0
8.12,877,705.173,1
6.19,365,627.823,1
7.4,467,769.123,1
6.52,971,1023.376,0
6.29,955,964.89,0
7.85,940,832.732,1
6.98,136,315.217,1
7.46,347,263.196,0
6.52,0,20.856,1
5.63,0,0,0
7.01,0,0,0
7.13,0,0,1
6.38,0,0,1
6.13,0,0,1
5.95,0,0,1
7.43,0,0,0
5.98,0,0,0
8.44,0,0,1
19.94,0,0,1
20.45,0,0,1
24.49,0,0,0
26.34,0,0,0
25.97,614,210.639,0
27.01,862,496.062,0
28.27,967,741.397,1
26.62,1015,925.273,1
28.96,1034,1033.028,0
27.97,1037,1058.945,0
28.34,1023,997.93,0
24.64,990,857.577,0
25.56,929,650.34,1
25.58,804,392.817,0
29.66,466,118.426,1
28.46,0,0,0
27.39,0,0,0
29.9,0,0,1
29.89,0,0,1
28.26,0,0,1
29.08,0,0,1
29.47,0,0,0
29.34,0,0,1
28.02,0,0,1
27.75,0,0,1
29.4,0,0,1
28.43,0,0,1
27.8,0,0,1
29.17,0,24.637,1
28.89,812,482.321,1
28.49,914,722.124,1
28.3,966,905.242,1
29.18,970,1007.338,0
28.79,260,650.626,0
30.2,329,672.289,1
28.74,233,505.498,0
29.3,0,120.443,1
27.6,279,241.367,1
27,343,103.574,1
15.14,0,0,0
12.51,0,0,0
12.27,0,0,1
11.89,0,0,1
12.91,0,0,1
9.11,0,0,1
8.65,0,0,1
8.67,0,0,0
7.53,0,0,0
8.72,0,0,0
8.45,0,0,0
7.52,0,0,1
8.49,0,0,0
7.28,0,4.728,0
8.61,5,127.221,1
7.76,0,42.726,0
8.28,5,159.588,1
8.57,14,243.595,0
7.97,72,451.513,1
9.25,126,503.552,1
8.09,899,834.609,0
8.95,820,623.665,1
6.78,661,364.348,1
7.22,298,97.871,0
8.75,0,0,0
7.46,0,0,0
8.31,0,0,1
6.39,0,0,0
5.3,0,0,0
7.21,0,0,1
5.53,0,0,0
7.74,0,0,1
6.58,0,0,0
7.59,0,0,0
7.66,0,0,1
6.99,0,0,1
6.53,0,0,1
6.95,454,191.112,0
6.7,703,459.105,0
6.71,819,697.564,0
7.61,884,882.432,0
6.42,931,991.358,0
5.24,943,1018.696,1
7.7,933,960.298,0
8.44,918,828.372,1
6.22,852,627.147,0
6.17,717,373.246,0
6.43,0,29.755,1
6.61,0,0,1
7.11,0,0,1
6.84,0,0,1
7.26,0,0,0
7.27,0,0,1
6.38,0,0,0
7.42,0,0,0
5.41,0,0,1
6.59,0,0,0
10.23,0,0,0
9.89,0,0,1
8.4,0,0,1
9.94,0,0,1
13.24,566,214.733,1
13.11,787,486.233,1
13.72,878,725.317,0
13.28,924,901.45,0
14.44,196,596.589,0
13.2,411,768.256,1
14.63,8,175.32,0
13.31,389,610.687,1
13.3,380,458.814,0
12.78,331,262.156,1
13.74,429,116.088,1
14.09,0,0,0
12.25,0,0,1
13.93,0,0,1
12.54,0,0,0
13.17,0,0,1
13.09,0,0,1
13.76,0,0,0
13.59,0,0,1
13.35,0,0,0
13.37,0,0,0
13.92,0,0,0
13.4,0,0,1
13.69,0,0,0
13.32,126,110.969,1
12.21,514,397.462,0
13.66,749,669.916,0
13.16,605,774.845,1
12.45,482,800.858,0
14.14,509,846.718,0
14.21,746,908.421,0
12.15,616,722.473,0
13.85,591,539.782,1
13.09,608,344.266,1
12.16,241,88.851,0
14.18,0,0,0
10.96,0,0,1
10.12,0,0,1
10.9,0,0,1
10.53,0,0,1
10.26,0,0,1
8.58,0,0,1
7.87,0,0,1
7.72,0,0,1
6.6,0,0,0
5.45,0,0,1
7.33,0,0,1
6.9,0,0,0
5.98,631,230.501,0
7.17,846,509.198,1
6.78,936,748.84,0
7.01,980,931.08,0
7.06,985,1032.276,1
7.36,983,1054.397,1
6.21,965,993.564,0
7.6,938,855.185,1
6.8,872,650.203,0
8.14,744,390.089,1
7.22,486,124.82,0
7.38,0,0,1
7.39,0,0,0
6.83,0,0,1
6.1,0,0,0
7.43,0,0,1
6.2,0,0,0
6.31,0,0,1
6.09,0,0,0
7.03,0,0,0
6.92,0,0,1
7.21,0,0,0
6.61,0,0,1
6.12,0,0,1
6.84,664,239.251,0
6.31,871,518.704,1
7.03,958,762.175,0
6.17,1003,947.321,0
6.39,1015,1052.406,1
5.38,1017,1076.487,1
6.89,1005,1017.005,1
5.39,978,876.087,1
7.52,910,663.201,0
7.03,777,401.301,0
6.11,483,125.466,1
7.07,0,0,1
6.29,0,0,0
5.94,0,0,0
6.48,0,0,1
6.68,0,0,0
6.41,0,0,0
7.46,0,0,1
6.36,0,0,1
6.83,0,0,0
6.93,0,0,1
7.45,0,0,0
7.68,0,0,1
6.54,0,0,0
6.63,645,239.618,1
5.85,850,517.652,0
6.73,940,758.517,1
6.13,986,941.929,1
6.86,1000,1048.359,0
5.64,1005,1073.648,0
6.11,994,1014.209,1
5.97,959,871.109,1
6.36,896,663.77,0
5.72,767,401.855,1
7.4,468,126.683,1
6.08,0,0,1
7.11,0,0,0
6.4,0,0,0
6.16,0,0,1
6.79,0,0,0
5.17,0,0,1
6.98,0,0,1
7.2,0,0,1
5.66,0,0,1
7.04,0,0,0
6.58,0,0,1
6.74,0,0,0
6.68,0,0,0
7.02,73,104.748,1
6.09,632,443.855,1
7.05,665,654.806,0
5.9,511,740.066,1
6.56,323,717.984,1
5.69,493,850.211,1
6.85,248,629.33,1
6.09,205,505.838,1
6.99,358,455.297,1
5.93,0,106.581,0
6.11,0,19.897,0
6.77,0,0,0
4.78,0,0,0
6.9,0,0,1
5.68,0,0,1
6.49,0,0,1
6.99,0,0,1
5.94,0,0,1
6.99,0,0,0
5.91,0,0,1
6.2,0,0,0
5.71,0,0,1
5.86,0,0,1
6.04,0,0,1
6.83,42,93.034,0
5.97,247,316.28,1
6.92,901,738.702,1
6.83,953,919.399,0
7.21,646,914.466,1
5.92,301,724.604,1
7.29,6,157.538,0
6.75,137,450.222,1
5.81,555,534.105,1
7.34,208,234,1
7.18,54,56.386,0
7.68,0,0,1
7.08,0,0,1
5.68,0,0,0
6.8,0,0,0
7.36,0,0,1
6.61,0,0,0
7.29,0,0,1
6.39,0,0,1
6.38,0,0,1
7.6,0,0,0
7.23,0,0,0
6.32,0,0,0
7.86,0,0,1
5.28,8,77.972,0
6.92,4,135.795,1
7.52,470,583.566,1
6.22,8,178.787,0
6.9,10,190.186,0
6.53,2,124.563,0
7.02,25,312.888,0
7.87,18,243.986,0
6.93,146,344.285,0
6.57,798,408.869,1
7.24,500,131.221,1
7.08,0,0,1
7.19,0,0,1
7.17,0,0,1
5.84,0,0,0
6.49,0,0,0
6.56,0,0,1
7.26,0,0,0
6.02,0,0,0
7.22,0,0,1
6.5,0,0,1
8.21,0,0,0
7.36,0,0,0
6.97,0,0,1
7.84,658,254.027,1
6.61,859,534.154,0
7.59,947,774.953,0
6.79,992,958.382,0
7.93,1002,1061.856,0
5.71,1004,1084.354,1
7.42,988,1020.215,1
6.54,947,872.622,1
7.1,872,660.333,1
6.76,10,121.699,1
7.94,429,124.9,1
6.62,0,0,1
7.2,0,0,0
8.13,0,0,0
6.28,0,0,0
7.87,0,0,0
7.79,0,0,1
6.68,0,0,0
6.4,0,0,0
7.23,0,0,1
7.27,0,0,1
7.56,0,0,0
7.04,0,0,1
7.01,0,0,0
7.02,498,218.072,1
6.43,520,425.749,0
5.71,763,704.864,0
5.58,816,893.832,1
6.41,958,1045.039,0
6.59,971,1071.65,1
5.89,966,1012.329,0
6.93,938,871.829,0
6,739,603.636,0
6.08,417,304.887,1
6.64,419,126.067,0
5.48,0,0,0
7.05,0,0,0
5.84,0,0,1
6.32,0,0,1
7.08,0,0,1
5.91,0,0,0
7.15,0,0,1
5.77,0,0,0
5.98,0,0,1
6.58,0,0,0
6.26,0,0,0
5.64,0,0,1
7.16,0,9.464,1
6.01,532,240.59,0
6.68,829,532.305,0
7.4,921,771.678,1
7.13,962,951.078,0
7.48,960,1048.767,1
7.18,960,1069.057,0
5.67,945,1005.118,1
7.1,946,872.693,0
7.09,884,664.851,0
6.87,763,404.701,1
6.62,477,132.793,0
7.21,0,0,0
6.2,0,0,0
7.8,0,0,0
5.81,0,0,1
7.06,0,0,1
6.34,0,0,1
6.17,0,0,1
6.77,0,0,1
7.25,0,0,1
6.06,0,0,1
6.98,0,0,1
7.51,0,0,1
6.75,134,27.453,0
7.27,704,276.059,1
5.04,889,559.817,0
6.77,969,802.103,1
6.43,1008,984.327,1
7.38,998,1079.134,0
6.58,1002,1100.438,1
7.16,987,1035.196,0
6.89,938,883.356,0
6.79,883,674.528,0
7.7,767,411.911,1
5.58,505,137.983,0
7.37,0,0,0
6.01,0,0,1
7.16,0,0,0
6.55,0,0,0
7.28,0,0,1
6.5,0,0,0
6.16,0,0,1
6.38,0,0,0
6.05,0,0,1
19.66,0,0,0
23.16,0,0,1
26.25,0,0,1
25.59,106,25.687,0
28.96,657,269.16,1
31.05,843,547.117,1
30.54,930,786.895,1
30.29,971,967.363,0
30.62,1005,1077.892,0
27.75,1007,1099.245,0
27.14,994,1035.262,0
27.62,966,890.618,0
28.18,901,677.893,1
29.33,782,414.413,1
27.76,509,138.737,1
29.84,0,0,0
27.62,0,0,1
28.62,0,0,1
28.12,0,0,0
30.95,0,0,1
28.2,0,0,1
27.48,0,0,0
27.84,0,0,0
28.14,0,0,1
29.79,0,0,0
28.49,0,0,1
29,0,0,1
29.45,158,32.075,1
29.8,656,267.349,1
28.06,839,539.561,0
26.89,926,775.298,1
29.27,970,954.401,1
30.1,979,1054.911,1
27.8,977,1074.88,1
28.54,957,1009.919,1
29.34,11,210.589,0
27.7,665,585.346,1
29.9,738,402.714,1
28.17,452,132.213,1
15.4,0,0,0
12.26,0,0,0
11.66,0,0,1
12.01,0,0,1
9.58,0,0,0
6.36,0,0,1
5.37,0,0,0
7.85,0,0,1
6.67,0,0,0
7.14,0,0,1
6.22,0,0,1
4.82,0,0,0
4.95,0,10.412,1
6.81,96,131.644,1
5.41,13,162.13,1
6.17,0,120.594,0
7.06,0,100.159,0
7.1,13,224.761,1
6.28,434,828,1
6.78,32,360.091,1
7.25,9,189.936,0
6.15,59,274.481,0
6.87,0,95.933,0
6.02,477,134.821,1
6.95,0,0,0
6.25,0,0,1
5.37,0,0,1
6.92,0,0,0
6.95,0,0,0
5.78,0,0,1
6.94,0,0,0
6.88,0,0,1
8.31,0,0,0
7.2,0,0,0
6.21,0,0,0
6.88,0,0,1
7.65,156,36.15,0
6.76,641,273.241,1
7.66,825,546.788,1
6.06,912,783.323,0
6.71,961,964.6,0
6.2,984,1070.698,1
5.95,992,1094.436,1
6.96,982,1031.876,0
6.59,956,889.236,1
6.68,898,679.525,1
6.69,783,417.594,1
6.63,514,142.683,1
7.1,0,0,1
7.84,0,0,1
6.47,0,0,1
5.34,0,0,0
7.86,0,0,1
7.89,0,0,1
8.99,0,0,0
8.32,0,0,1
9.76,0,0,1
22.6,0,0,0
22.68,0,0,0
23.19,0,0,0
24.54,227,43.388,1
27,716,289.982,0
26.39,893,567.849,0
26.15,969,808.989,0
27.36,1007,988.48,0
26.97,1025,1092.186,1
27.04,1030,1113.327,0
27.74,1019,1047.569,0
28.64,986,900.157,1
30.68,928,686.691,0
29.63,818,425.375,1
29.52,551,147.508,0
29.64,0,0,1
27.34,0,0,0
29.34,0,0,1
29.26,0,0,1
29.64,0,0,1
28.5,0,0,1
26.63,0,0,1
31.09,0,0,1
29.78,0,0,0
29.71,0,0,1
28.69,0,0,1
28.91,0,0,1
29.13,239,46.718,1
29.93,703,291.785,1
30.03,874,569.088,1
31.11,945,802.114,0
28.41,980,976.485,0
28.68,990,1075.421,1
30.34,987,1092.182,0
29.53,970,1024.878,1
26.84,950,883.551,0
27.29,890,674.029,1
24.6,772,412.142,1
25.68,501,141.197,1
15.96,0,0,1
12.98,0,0,0
12.89,0,0,1
11.8,0,0,0
11.02,0,0,1
8.2,0,0,0
7.31,0,0,0
9.45,0,0,1
8.21,0,0,0
8.98,0,0,0
8.33,0,0,0
8.08,0,0,0
10.03,241,46.94,0
6.89,686,288.137,0
6.34,850,560.141,1
7.73,927,793.008,0
7.39,969,969.742,0
8.57,977,1068.773,1
8.53,974,1084.982,0
8.24,956,1018.139,1
8.02,522,715.429,1
6.98,497,538.264,0
7.83,0,4.734,1
8.03,58,67.986,1
8.13,0,0,0
6.9,0,0,1
9.28,0,0,0
7.74,0,0,1
7.88,0,0,0
7.89,0,0,0
7.21,0,0,1
6.37,0,0,0
9.33,0,0,1
7.13,0,0,1
7.48,0,0,0
7.58,0,0,0
7,260,51.826,1
9.07,712,299.34,1
7.03,877,576.018,1
8.2,949,811.388,0
9.61,986,987.685,1
8.39,37,403.302,1
6.29,508,896.769,1
8.14,994,1043.536,1
7.06,975,901.816,0
8.01,920,689.101,1
8.13,821,430.224,0
7.94,574,152.652,1
7.63,0,0,1
10.16,0,0,1
9.35,0,0,1
9.32,0,0,1
9.41,0,0,0
7.75,0,0,0
7.95,0,0,1
8.46,0,0,1
8.24,0,0,1
22.5,0,0,1
22.74,0,0,1
22.96,0,0,0
22.43,286,55.296,0
29.23,724,308.133,0
26.64,889,590.103,1
27.84,969,831.568,0
28.07,1010,1011.861,1
28.23,1003,1106.478,1
27.13,1010,1126.86,1
26.2,999,1058.644,0
26.69,965,909.194,0
26.49,904,694.578,0
26.65,782,426.014,1
26.12,504,147.571,1
27.47,0,0,0
28.77,0,0,1
29.12,0,0,1
27.91,0,0,0
26.76,0,0,0
28.45,0,0,0
29.25,0,0,1
27.54,0,0,0
27.23,0,0,0
27.62,0,0,0
27.87,0,0,0
27.58,0,0,0
25.87,0,21.813,0
29.67,361,223.351,0
26.89,824,571.678,0
27.94,911,812.157,1
27.83,958,986.647,1
28.37,989,1091.171,0
28.35,983,1104.613,0
26.91,964,1035.339,0
28.18,929,886.676,0
25.45,872,677.35,1
26.57,754,415.438,1
25.37,480,143.003,0
15.22,0,0,0
11.29,0,0,0
10.64,0,0,0
9.12,0,0,1
10.26,0,0,0
5.81,0,0,1
7.7,0,0,1
6.69,0,0,1
7.48,0,0,0
7.88,0,0,1
6.2,0,0,1
5.85,0,0,0
5.73,101,38.501,0
7.2,318,220.947,0
5.27,761,544.38,0
6.28,776,750.721,1
7.17,786,922.108,1
6.27,52,452.296,1
8.13,7,152.896,0
7.07,10,181.699,0
5.91,32,318.714,1
7.48,292,453.567,0
8.3,84,193.492,0
8.08,114,83.012,1
6.27,0,0,1
6,0,0,0
6.98,0,0,0
5.94,0,0,0
6.38,0,0,1
7.04,0,0,1
8.02,0,0,0
6.1,0,0,1
6.61,0,0,0
7.3,0,0,1
6.33,0,0,1
7.03,0,0,1
6.83,231,55.459,1
6.64,672,305.579,1
7.28,847,582.163,1
9.06,933,818.997,1
6.22,978,996.109,1
7.5,998,1095.168,0
7.04,998,1109.695,0
5.08,980,1038.856,1
6.55,946,889.665,1
7.35,625,583.101,0
6.4,563,357.866,1
7.34,119,84.83,1
6.94,0,0,1
7.25,0,0,0
7.05,0,0,1
6.71,0,0,0
5.87,0,0,1
7.89,0,0,1
6.91,0,0,0
5.94,0,0,1
6.79,0,0,0
21.9,0,0,0
20.51,0,0,1
23.63,0,0,1
24.25,262,60.125,0
27.49,663,307.241,0
29.13,833,580.34,1
30.43,910,816.859,1
27.75,948,986.745,0
29.45,957,1082.936,0
27.22,953,1095.746,1
28.53,943,1028.138,0
27.97,903,883.949,0
29.91,751,622.925,0
29.18,688,405.495,1
28.25,277,111.427,1
28.13,0,0,1
29.44,0,0,1
28.42,0,0,1
30.86,0,0,1
30.48,0,0,1
29.73,0,0,0
29.94,0,0,0
29.4,0,0,1
28,0,0,1
29.97,0,0,1
30.57,0,0,1
28.66,0,0,1
28.29,214,57.321,0
29.43,613,303.931,0
29.32,793,579.105,1
28.41,883,817.125,0
29.63,927,994.448,0
28.94,906,1079.887,1
27.81,897,1092.246,1
29.72,861,1016.124,1
28.94,783,858.134,0
27.87,778,663.329,0
27.85,679,408.603,1
28.48,375,137.606,1
17.32,0,0,1
14.5,0,0,1
13.65,0,0,1
13.48,0,0,1
12.84,0,0,0
9.85,0,0,0
9.44,0,0,1
9.89,0,0,0
9.02,0,0,1
9,0,0,1
7.03,0,0,0
8.68,0,0,0
8.48,304,64.027,0
6.86,689,314.198,0
6.58,846,585.153,0
8.98,919,815.921,1
7.98,958,990.281,0
8.24,974,1089.243,1
7.42,551,941.828,1
7.58,472,833.673,0
8.12,587,757.936,1
8.18,587,573.856,0
8.46,521,355.35,0
7.67,559,154.338,1
7.22,0,0,1
8.04,0,0,1
9.24,0,0,0
6.56,0,0,0
7.79,0,0,0
7.75,0,0,1
6.92,0,0,1
8.45,0,0,0
8.06,0,0,0
7.78,0,0,1
7.67,0,0,0
7.61,0,0,1
7.33,383,70.846,1
8.58,747,328.718,0
8.54,895,600.525,1
6.87,964,835.986,1
7.65,1000,1010.391,0
8.01,993,1100.484,0
8.06,998,1117.44,0
8.09,986,1048.789,1
7.62,944,897.598,1
8.31,884,686.612,0
7.48,767,423.748,0
8.1,517,153.309,1
8.5,0,0,0
7.45,0,0,0
7.71,0,0,0
8.65,0,0,1
6.77,0,0,1
8.02,0,0,0
7.32,0,0,1
7.23,0,0,0
8,0,0,0
21.25,0,0,0
23.41,0,0,0
23.49,0,0,1
22.46,345,71.745,0
26.86,723,333.373,1
29.31,882,611.564,1
28.68,962,847.917,1
29.62,1006,1025.811,1
28.36,1019,1123.848,1
27.21,1022,1138.786,1
28.26,1008,1066.642,1
27.83,986,918.421,1
27.74,926,699.658,1
27.93,826,437.576,1
27.65,585,161.012,0
27.68,0,0,1
26.84,0,0,1
27.4,0,0,1
27.22,0,0,1
27.32,0,0,0
26.76,0,0,1
25.62,0,0,0
27.42,0,0,1
26.51,0,0,0
28.77,0,0,0
27.61,0,0,1
26.53,0,0,0
26.69,372,75.655,0
26.88,726,335.08,1
28.13,887,611.037,0
27.59,903,810.787,0
26.5,842,957.263,0
26.12,841,1053.661,0
25.46,977,1113.792,1
24.55,973,1044.814,1
14.48,929,890.863,1
12.21,876,680.32,0
12.76,777,422.553,1
12.82,592,159.572,0
11.74,0,0,0
10.71,0,0,1
9.94,0,0,1
10,0,0,1
10.75,0,0,1
6.37,0,0,0
6.76,0,0,0
6.39,0,0,1
4.67,0,0,0
5.69,0,0,1
6.64,0,0,1
5.61,0,0,1
6.37,424,79.04,0
6.33,761,341.039,1
6.02,897,610.561,0
7.03,955,839.604,1
6.74,981,1007.085,1
6.91,990,1098.543,1
6.53,985,1108.737,1
5.89,973,1037.791,1
5.75,494,718.005,1
7.19,557,562.972,0
6.4,753,418.327,1
5.88,601,162.791,0
6.89,0,0,0
6.77,0,0,1
6.06,0,0,0
7.14,0,0,0
6.58,0,0,1
6.45,0,0,1
6.72,0,0,0
6.85,0,0,1
7.08,0,0,0
6.87,0,0,0
5.49,0,0,1
6.62,0,0,0
5.02,282,69.907,0
5.99,507,286.885,0
7.24,720,547.446,0
6.9,978,855.743,0
6.01,820,957.158,0
6.72,500,923.205,1
6.77,421,856.88,1
5.39,698,943.015,0
7.12,688,806.573,0
5.94,680,608.463,0
6.04,806,432.767,1
6.96,64,81.417,1
6.61,0,0,0
6.88,0,0,1
6.25,0,0,0
5.67,0,0,1
7.06,0,0,0
6.25,0,0,0
5.74,0,0,0
6.88,0,0,1
5.1,0,0,0
6.19,0,0,1
5.97,0,0,1
6.45,0,0,1
5.63,443,85.138,0
6.24,748,341.95,0
5.48,887,613.245,1
6.79,951,840.791,1
5.29,975,1007.357,0
6.08,996,1103.105,0
7.08,1004,1118.209,0
6.1,1002,1050.743,0
4.93,606,770.455,0
6.52,348,488.946,1
5.64,530,360.071,1
5.1,569,158.524,1
7.34,0,0,1
6.69,0,0,1
6.48,0,0,0
4.69,0,0,1
5.82,0,0,1
7.03,0,0,1
5.8,0,0,0
4.79,0,0,1
6.66,0,0,1
6.52,0,0,1
6.66,0,0,0
6.03,0,0,1
5.06,421,86.676,1
6.52,766,350.119,1
5.45,912,625.807,1
4.65,984,863.595,0
6.82,1020,1036.761,0
4.8,1036,1134.875,1
5.91,1037,1147.317,0
6.87,1027,1076.575,1
5.91,993,923.616,1
4.94,936,704.86,1
6.65,834,442.504,0
5.92,613,166.7,0
5.88,0,0,0
6.75,0,0,1
6.67,0,0,1
6.37,0,0,0
7.12,0,0,1
4.61,0,0,1
6.17,0,0,1
5.98,0,0,0
6.13,0,0,1
5.68,0,0,1
6.73,0,0,1
6.68,0,0,1
6.11,441,90.951,1
5.9,735,347.489,1
5.83,862,612.48,1
6.8,926,837.024,1
6.39,951,1001.42,1
7.14,986,1101.19,1
6.72,775,1053.556,0
5.6,682,948.731,0
6.99,590,771.194,0
7.11,530,556.7,1
6.12,302,295.749,1
7.14,0,60.765,1
6.17,0,0,1
7.08,0,0,1
6.52,0,0,1
7.27,0,0,1
6.12,0,0,0
7.63,0,0,0
5.93,0,0,1
6.28,0,0,1
7.54,0,0,0
6.83,0,0,1
6.55,0,0,1
6.72,0,0,0
5.86,328,83.642,0
6.88,776,340.36,1
6.05,856,609.491,0
5.46,493,674.028,1
7.09,581,878.184,1
6.84,599,977.519,0
6.18,1008,1122.554,1
6.57,996,1051.023,0
6.19,954,898.968,1
7.3,412,518.135,1
6.35,784,427.799,1
6.89,548,159.164,1
5.93,0,0,1
6.64,0,0,1
7.03,0,0,1
6.28,0,0,0
5.89,0,0,1
6.03,0,0,0
7.32,0,0,1
5.42,0,0,0
7.4,0,0,1
6.93,0,0,1
10.75,0,0,1
5.99,0,0,0
5.98,307,84.733,1
6.39,710,345.521,1
5.29,851,610.164,0
6.31,923,835.339,0
5.49,967,1005.57,1
5.56,985,1098.473,0
5.97,987,1111.454,1
6.66,72,488.677,1
5.37,935,890.614,1
5.76,144,385.023,1
5.18,6,133.708,1
6.54,0,5.674,1
5.57,0,0,1
6.89,0,0,1
5.63,0,0,1
6.1,0,0,1
5.96,0,0,1
5.42,0,0,0
6.53,0,0,1
5.81,0,0,0
5.74,0,0,0
5.74,0,0,0
6.31,0,0,1
4.69,0,0,0
6.08,502,100.507,0
6.78,788,362.844,1
5.75,912,629.478,0
7.16,979,860.323,0
5.09,1015,1030.396,1
5.78,1031,1124.547,0
6.66,1035,1137.513,1
5.05,1025,1065.78,0
5.66,1002,918.14,0
7.05,952,703.107,0
5.17,859,443.288,0
7.09,648,170.514,1
7.02,0,0,0
5.93,0,0,1
6.67,0,0,1
6.69,0,0,1
5.48,0,0,0
7.15,0,0,0
5.85,0,0,0
6.57,0,0,1
6.62,0,0,0
6.71,0,0,0
6.47,0,0,1
6.54,0,0,1
7.35,544,106.683,0
6.18,807,369.482,1
5.67,917,633.012,1
7.03,972,858.329,0
7.3,1002,1024.809,1
7.03,1011,1113.869,1
6.08,1013,1125.398,1
7,1001,1052.812,1
5.94,952,897.035,0
7.03,898,683.711,0
7.33,794,427.495,0
6.09,579,162.69,0
7.03,0,0,0
6.66,0,0,1
6.91,0,0,0
6.83,0,0,1
5.99,0,0,1
7.73,0,0,1
5.48,0,0,0
7.56,0,0,0
6.85,0,0,1
7.03,0,0,1
7.46,0,0,1
5.27,0,0,0
6.05,498,106.208,1
5.96,772,366.239,1
7.05,892,631.698,0
6.91,951,856.829,1
6.42,985,1023.82,0
6.22,1013,1120.621,1
6.11,1015,1131.845,1
7.07,1001,1059.126,0
6.35,971,909.339,0
6.92,916,695.154,1
6.36,815,437.392,0
6.92,373,134.192,1
5.87,0,0,0
7.28,0,0,0
6.25,0,0,1
6.91,0,0,0
5.7,0,0,0
6.73,0,0,1
6.64,0,0,1
6.37,0,0,1
7.03,0,0,0
20.69,0,0,1
23.9,0,0,1
24.94,0,0,1
27.95,267,91.712,0
30.5,450,304.219,1
30.4,332,445.901,1
31.72,419,644.4,1
33.25,458,816.289,0
30.63,973,1119.699,0
30.64,992,1136.015,0
36.93,1011,1073.717,0
33.03,527,747.867,1
31.89,949,710.05,1
33.19,854,448.894,1
32.47,647,174.118,1
31.77,0,0,0
33.16,0,0,0
30.86,0,0,1
30.15,0,0,0
31.9,0,0,0
33.53,0,0,1
29.41,0,0,1
29.54,0,0,1
28.97,0,0,0
30.5,0,0,1
27.26,0,0,0
29,0,0,0
29.43,444,111.041,1
29.5,713,365.803,1
30.26,834,625.531,1
28.24,902,850.374,0
27.75,942,1009.714,1
29.03,506,946.347,1
30.56,672,1020.692,1
27.36,148,597.435,0
28.08,41,360.898,0
29.06,153,391.207,1
27.73,626,378.61,1
26.72,282,125.375,0
16.6,0,0,0
11.39,0,0,0
12.33,0,0,1
11.88,0,0,1
12.2,0,0,0
8.56,0,0,0
8.63,0,0,1
8.48,0,0,0
8.71,0,0,1
7.43,0,0,0
8.25,0,0,0
8.04,0,0,0
7.32,173,79.683,1
7.09,235,243.947,1
7.24,402,476.608,1
5.75,614,745.883,1
8.1,510,860.208,0
6.58,361,816.532,1
7.87,214,716.557,0
7.48,336,758.407,1
8.1,424,689.528,1
7.79,96,343.168,1
8.02,230,280.556,0
6.67,251,121.263,0
7.34,0,0,0
8.46,0,0,1
7.19,0,0,0
7.74,0,0,0
7.26,0,0,1
7.13,0,0,0
7.69,0,0,1
7.6,0,0,1
7.34,0,0,1
6.32,0,0,1
7.31,0,0,0
8.05,0,0,1
7.45,521,116.616,0
6.31,776,374.729,0
6.75,890,637.084,0
7.34,949,858.727,0
5.91,982,1023.145,0
7.26,1000,1114.713,1
6.44,1001,1123.626,1
6.81,987,1049.805,0
7.33,957,900.155,0
8.2,904,687.508,0
5.91,808,433.611,1
7.23,597,168.58,0
6.59,0,0,0
7.52,0,0,0
7.81,0,0,0
6.35,0,0,0
7.45,0,0,1
6.84,0,0,1
7.69,0,0,1
8.94,0,0,1
8.41,0,0,1
20.01,0,0,1
24.65,0,0,0
24.34,0,0,0
25.45,348,99.469,1
28.61,760,377.065,1
28.11,892,642.7,1
28.56,961,869.2,1
29.67,997,1034.497,0
28.93,1011,1125.946,0
28.89,1013,1135.647,0
27.43,999,1061.963,1
30.06,961,909.374,0
29.74,907,697.346,1
29.14,812,439.213,1
28.64,616,173.091,1
28.63,0,0,1
29.21,0,0,0
29.81,0,0,1
29.43,0,0,1
28.07,0,0,1
30.39,0,0,0
27.55,0,0,1
28.36,0,0,1
27.9,0,0,1
27.85,0,0,1
27.77,0,0,0
29.04,0,0,1
29.78,564,125.823,0
27.38,808,389.854,0
28.87,919,653.637,0
29.61,977,878.659,1
29.97,1010,1043.979,1
28.91,1022,1134.034,1
28.49,1023,1142.526,1
29.83,1006,1067.316,1
28.19,954,911.551,0
28.92,721,625.788,0
28.87,774,436.457,0
28.12,283,128.864,0
15.67,0,0,1
12.86,0,0,0
12.82,0,0,0
13.22,0,0,0
11.21,0,0,0
6.73,0,0,0
8.08,0,0,0
9.38,0,0,1
6.72,0,0,0
5.94,0,0,1
8.51,0,0,1
6.38,0,0,0
6.42,542,125.755,1
7.61,791,387.694,1
7.58,905,650.475,1
7.52,965,874.257,1
